Altitude;longitude;latitude
150,97;1,39919;43,60554
150,71;1,39938;43,60554
150,15;1,39956;43,60554
150,04;1,39975;43,60555
150,01;1,39993;43,60555
149,91;1,40012;43,60555
147,80;1,40031;43,60556
146,93;1,40049;43,60556
146,75;1,40068;43,60556
145,04;1,40086;43,60556
143,44;1,40105;43,60557
142,86;1,40123;43,60557
142,44;1,40142;43,60557
142,37;1,40161;43,60557
142,27;1,40179;43,60558
141,81;1,40198;43,60558
141,21;1,40216;43,60558
140,63;1,40235;43,60559
140,22;1,40253;43,60559
139,71;1,40272;43,60559
139,03;1,40291;43,60559
138,81;1,40309;43,60560
138,90;1,40328;43,60560
139,74;1,40346;43,60560
141,95;1,40365;43,60560
143,63;1,40383;43,60561
143,73;1,40402;43,60561
143,61;1,40421;43,60561
143,47;1,40439;43,60562
143,28;1,40458;43,60562
142,85;1,40476;43,60562
140,47;1,40495;43,60562
137,89;1,40513;43,60563
137,70;1,40532;43,60563
137,52;1,40551;43,60563
137,70;1,40569;43,60563
137,64;1,40588;43,60564
137,67;1,40606;43,60564
137,70;1,40625;43,60564
137,66;1,40643;43,60565
137,55;1,40662;43,60565
137,40;1,40681;43,60565
137,29;1,40699;43,60565
137,23;1,40718;43,60566
136,91;1,40736;43,60566
136,95;1,40755;43,60566
137,41;1,40773;43,60566
137,46;1,40792;43,60567
137,48;1,40811;43,60567
137,44;1,40829;43,60567
137,48;1,40848;43,60568
137,57;1,40866;43,60568
137,39;1,40885;43,60568
137,29;1,40903;43,60568
137,26;1,40922;43,60569
137,07;1,40941;43,60569
136,85;1,40959;43,60569
135,97;1,40978;43,60569
134,76;1,40996;43,60570
134,53;1,41015;43,60570
134,82;1,41033;43,60570
134,98;1,41052;43,60571
135,07;1,41071;43,60571
135,10;1,41089;43,60571
135,11;1,41108;43,60571
135,18;1,41126;43,60572
135,21;1,41145;43,60572
135,22;1,41163;43,60572
135,15;1,41182;43,60572
135,24;1,41201;43,60573
135,20;1,41219;43,60573
135,18;1,41238;43,60573
135,26;1,41256;43,60574
135,28;1,41275;43,60574
135,17;1,41293;43,60574
135,10;1,41312;43,60574
135,02;1,41330;43,60575
134,89;1,41349;43,60575
134,75;1,41368;43,60575
134,66;1,41386;43,60575
134,39;1,41405;43,60576
135,13;1,41423;43,60576
135,54;1,41442;43,60576
135,12;1,41460;43,60577
134,07;1,41479;43,60577
133,32;1,41498;43,60577
132,36;1,41516;43,60577
131,65;1,41535;43,60578
131,74;1,41553;43,60578
133,43;1,41572;43,60578
130,69;1,41590;43,60578
125,75;1,41609;43,60579
125,07;1,41628;43,60579
125,04;1,41646;43,60579
125,05;1,41665;43,60580
124,93;1,41683;43,60580
124,91;1,41702;43,60580
124,96;1,41720;43,60580
124,97;1,41739;43,60581
124,96;1,41758;43,60581
124,98;1,41776;43,60581
125,00;1,41795;43,60581
124,98;1,41813;43,60582
125,07;1,41832;43,60582
125,30;1,41850;43,60582
125,36;1,41869;43,60582
125,39;1,41888;43,60583
126,02;1,41906;43,60583
126,51;1,41925;43,60583
126,61;1,41943;43,60584
127,07;1,41962;43,60584
127,78;1,41980;43,60584
129,84;1,41999;43,60584
133,16;1,42018;43,60585
134,99;1,42036;43,60585
134,39;1,42055;43,60585
132,58;1,42073;43,60585
131,39;1,42092;43,60586
131,05;1,42110;43,60586
131,13;1,42129;43,60586
131,41;1,42148;43,60587
131,66;1,42166;43,60587
131,65;1,42185;43,60587
131,77;1,42203;43,60587
131,94;1,42222;43,60588
132,07;1,42240;43,60588
132,25;1,42259;43,60588
132,28;1,42278;43,60588
132,24;1,42296;43,60589
132,12;1,42315;43,60589
132,08;1,42333;43,60589
132,12;1,42352;43,60589
132,30;1,42370;43,60590
132,44;1,42389;43,60590
132,62;1,42408;43,60590
132,85;1,42426;43,60591
132,56;1,42445;43,60591
132,53;1,42463;43,60591
132,54;1,42482;43,60591
132,51;1,42500;43,60592
132,49;1,42519;43,60592
132,78;1,42538;43,60592
132,85;1,42556;43,60592
132,65;1,42575;43,60593
132,63;1,42593;43,60593
132,42;1,42612;43,60593
132,36;1,42630;43,60594
132,38;1,42649;43,60594
132,33;1,42668;43,60594
132,47;1,42686;43,60594
132,93;1,42705;43,60595
133,49;1,42723;43,60595
133,66;1,42742;43,60595
133,86;1,42760;43,60595
134,10;1,42779;43,60596
135,12;1,42797;43,60596
135,71;1,42816;43,60596
135,61;1,42835;43,60596
135,79;1,42853;43,60597
135,98;1,42872;43,60597
136,15;1,42890;43,60597
136,22;1,42909;43,60598
136,36;1,42927;43,60598
136,48;1,42946;43,60598
136,59;1,42965;43,60598
136,58;1,42983;43,60599
136,60;1,43002;43,60599
136,53;1,43020;43,60599
136,47;1,43039;43,60599
136,37;1,43057;43,60600
136,33;1,43076;43,60600
136,33;1,43095;43,60600
135,25;1,43113;43,60601
133,74;1,43132;43,60601
133,13;1,43150;43,60601
132,95;1,43169;43,60601
133,81;1,43187;43,60602
135,81;1,43206;43,60602
136,81;1,43225;43,60602
137,13;1,43243;43,60602
137,21;1,43262;43,60603
137,10;1,43280;43,60603
136,91;1,43299;43,60603
136,83;1,43317;43,60603
137,07;1,43336;43,60604
137,47;1,43355;43,60604
137,02;1,43373;43,60604
136,85;1,43392;43,60605
137,31;1,43410;43,60605
138,50;1,43429;43,60605
138,75;1,43447;43,60605
139,03;1,43466;43,60606
140,08;1,43485;43,60606
141,35;1,43503;43,60606
141,69;1,43522;43,60606
142,07;1,43540;43,60607
142,16;1,43559;43,60607
142,24;1,43577;43,60607
142,21;1,43596;43,60607
141,89;1,43615;43,60608
141,77;1,43633;43,60608
141,67;1,43652;43,60608
141,58;1,43670;43,60609
141,48;1,43689;43,60609
141,57;1,43707;43,60609
141,62;1,43726;43,60609
141,62;1,43745;43,60610
141,66;1,43763;43,60610
141,68;1,43782;43,60610
141,69;1,43800;43,60610
141,78;1,43819;43,60611
141,85;1,43837;43,60611
141,71;1,43856;43,60611
141,67;1,43875;43,60611
141,81;1,43893;43,60612
142,07;1,43912;43,60612
142,34;1,43930;43,60612
142,67;1,43949;43,60613
142,66;1,43967;43,60613
142,42;1,43986;43,60613
142,58;1,44005;43,60613
142,96;1,44023;43,60614
142,98;1,44042;43,60614
142,79;1,44060;43,60614
142,59;1,44079;43,60614
142,42;1,44097;43,60615
142,38;1,44116;43,60615
142,50;1,44135;43,60615
142,60;1,44153;43,60615
142,68;1,44172;43,60616
143,39;1,44190;43,60616
143,95;1,44209;43,60616
144,09;1,44227;43,60617
144,02;1,44246;43,60617
143,98;1,44265;43,60617
144,05;1,44283;43,60617
143,97;1,44302;43,60618
143,84;1,44320;43,60618
143,16;1,44339;43,60618
142,79;1,44357;43,60618
142,58;1,44376;43,60619
142,54;1,44394;43,60619
142,20;1,44413;43,60619
141,87;1,44432;43,60619
141,64;1,44450;43,60620
141,70;1,44469;43,60620
151,01;1,39920;43,60540
150,62;1,39938;43,60541
150,21;1,39957;43,60541
150,17;1,39975;43,60541
150,19;1,39994;43,60542
150,10;1,40012;43,60542
148,14;1,40031;43,60542
147,04;1,40050;43,60542
146,72;1,40068;43,60543
144,85;1,40087;43,60543
143,53;1,40105;43,60543
142,93;1,40124;43,60543
142,49;1,40142;43,60544
142,64;1,40161;43,60544
142,81;1,40180;43,60544
142,61;1,40198;43,60545
141,95;1,40217;43,60545
140,95;1,40235;43,60545
140,12;1,40254;43,60545
139,58;1,40272;43,60546
139,19;1,40291;43,60546
138,92;1,40310;43,60546
139,41;1,40328;43,60546
142,74;1,40347;43,60547
144,21;1,40365;43,60547
144,16;1,40384;43,60547
143,81;1,40402;43,60548
143,53;1,40421;43,60548
143,42;1,40440;43,60548
143,16;1,40458;43,60548
141,84;1,40477;43,60549
138,31;1,40495;43,60549
137,75;1,40514;43,60549
137,67;1,40532;43,60549
137,59;1,40551;43,60550
137,75;1,40570;43,60550
137,66;1,40588;43,60550
137,77;1,40607;43,60551
137,87;1,40625;43,60551
137,88;1,40644;43,60551
137,64;1,40662;43,60551
137,39;1,40681;43,60552
137,40;1,40700;43,60552
137,21;1,40718;43,60552
136,81;1,40737;43,60552
137,18;1,40755;43,60553
137,39;1,40774;43,60553
137,40;1,40792;43,60553
137,53;1,40811;43,60554
137,51;1,40829;43,60554
137,49;1,40848;43,60554
137,69;1,40867;43,60554
137,45;1,40885;43,60555
137,36;1,40904;43,60555
137,23;1,40922;43,60555
137,09;1,40941;43,60555
136,85;1,40959;43,60556
135,97;1,40978;43,60556
134,91;1,40997;43,60556
134,62;1,41015;43,60557
134,83;1,41034;43,60557
135,03;1,41052;43,60557
135,05;1,41071;43,60557
135,06;1,41089;43,60558
135,21;1,41108;43,60558
135,29;1,41127;43,60558
135,29;1,41145;43,60558
135,26;1,41164;43,60559
135,37;1,41182;43,60559
135,29;1,41201;43,60559
135,25;1,41219;43,60560
135,24;1,41238;43,60560
135,35;1,41257;43,60560
135,37;1,41275;43,60560
135,21;1,41294;43,60561
135,15;1,41312;43,60561
135,03;1,41331;43,60561
135,04;1,41349;43,60561
134,85;1,41368;43,60562
134,67;1,41387;43,60562
134,39;1,41405;43,60562
134,83;1,41424;43,60562
135,32;1,41442;43,60563
135,20;1,41461;43,60563
134,77;1,41479;43,60563
133,83;1,41498;43,60564
133,10;1,41517;43,60564
131,68;1,41535;43,60564
131,56;1,41554;43,60564
131,80;1,41572;43,60565
132,29;1,41591;43,60565
132,64;1,41609;43,60565
127,69;1,41628;43,60565
125,13;1,41647;43,60566
125,09;1,41665;43,60566
125,00;1,41684;43,60566
124,98;1,41702;43,60567
124,98;1,41721;43,60567
124,97;1,41739;43,60567
124,98;1,41758;43,60567
124,98;1,41777;43,60568
124,96;1,41795;43,60568
124,98;1,41814;43,60568
125,08;1,41832;43,60568
125,14;1,41851;43,60569
125,13;1,41869;43,60569
125,11;1,41888;43,60569
125,22;1,41907;43,60570
125,55;1,41925;43,60570
125,79;1,41944;43,60570
126,19;1,41962;43,60570
126,63;1,41981;43,60571
126,97;1,41999;43,60571
127,60;1,42018;43,60571
129,34;1,42037;43,60571
131,94;1,42055;43,60572
133,85;1,42074;43,60572
134,27;1,42092;43,60572
133,37;1,42111;43,60572
132,29;1,42129;43,60573
131,79;1,42148;43,60573
131,67;1,42166;43,60573
131,63;1,42185;43,60574
131,60;1,42204;43,60574
131,67;1,42222;43,60574
131,74;1,42241;43,60574
131,92;1,42259;43,60575
131,92;1,42278;43,60575
131,73;1,42296;43,60575
131,61;1,42315;43,60575
131,53;1,42334;43,60576
131,53;1,42352;43,60576
131,83;1,42371;43,60576
131,91;1,42389;43,60577
132,02;1,42408;43,60577
132,44;1,42426;43,60577
132,56;1,42445;43,60577
132,72;1,42464;43,60578
132,84;1,42482;43,60578
132,79;1,42501;43,60578
132,77;1,42519;43,60578
133,24;1,42538;43,60579
133,51;1,42556;43,60579
133,52;1,42575;43,60579
133,64;1,42594;43,60580
133,60;1,42612;43,60580
133,47;1,42631;43,60580
133,26;1,42649;43,60580
132,77;1,42668;43,60581
132,40;1,42686;43,60581
132,24;1,42705;43,60581
132,40;1,42724;43,60581
132,55;1,42742;43,60582
132,84;1,42761;43,60582
133,21;1,42779;43,60582
135,21;1,42798;43,60582
135,89;1,42816;43,60583
135,75;1,42835;43,60583
135,73;1,42854;43,60583
135,85;1,42872;43,60584
135,99;1,42891;43,60584
136,08;1,42909;43,60584
136,18;1,42928;43,60584
136,29;1,42946;43,60585
136,43;1,42965;43,60585
136,40;1,42984;43,60585
136,55;1,43002;43,60585
136,53;1,43021;43,60586
136,49;1,43039;43,60586
136,29;1,43058;43,60586
136,28;1,43076;43,60586
136,47;1,43095;43,60587
136,52;1,43114;43,60587
136,22;1,43132;43,60587
135,61;1,43151;43,60588
134,11;1,43169;43,60588
132,85;1,43188;43,60588
133,05;1,43206;43,60588
133,85;1,43225;43,60589
135,54;1,43244;43,60589
137,07;1,43262;43,60589
137,39;1,43281;43,60589
137,22;1,43299;43,60590
137,26;1,43318;43,60590
137,66;1,43336;43,60590
137,80;1,43355;43,60591
137,32;1,43374;43,60591
137,26;1,43392;43,60591
138,00;1,43411;43,60591
138,87;1,43429;43,60592
139,11;1,43448;43,60592
139,16;1,43466;43,60592
140,45;1,43485;43,60592
141,63;1,43504;43,60593
142,11;1,43522;43,60593
142,17;1,43541;43,60593
142,32;1,43559;43,60593
142,40;1,43578;43,60594
142,47;1,43596;43,60594
142,29;1,43615;43,60594
142,00;1,43633;43,60595
141,71;1,43652;43,60595
141,58;1,43671;43,60595
141,48;1,43689;43,60595
141,54;1,43708;43,60596
141,61;1,43726;43,60596
141,69;1,43745;43,60596
141,77;1,43763;43,60596
141,79;1,43782;43,60597
141,90;1,43801;43,60597
141,94;1,43819;43,60597
141,86;1,43838;43,60597
141,92;1,43856;43,60598
142,01;1,43875;43,60598
142,00;1,43893;43,60598
141,97;1,43912;43,60599
142,28;1,43931;43,60599
143,08;1,43949;43,60599
142,89;1,43968;43,60599
142,77;1,43986;43,60600
143,00;1,44005;43,60600
143,25;1,44023;43,60600
143,38;1,44042;43,60600
143,14;1,44061;43,60601
142,73;1,44079;43,60601
142,51;1,44098;43,60601
142,43;1,44116;43,60601
142,57;1,44135;43,60602
142,80;1,44153;43,60602
142,73;1,44172;43,60602
142,93;1,44191;43,60603
143,46;1,44209;43,60603
143,74;1,44228;43,60603
143,84;1,44246;43,60603
143,91;1,44265;43,60604
143,96;1,44283;43,60604
143,66;1,44302;43,60604
143,57;1,44321;43,60604
142,92;1,44339;43,60605
142,57;1,44358;43,60605
142,52;1,44376;43,60605
142,45;1,44395;43,60605
142,12;1,44413;43,60606
141,83;1,44432;43,60606
141,69;1,44451;43,60606
141,70;1,44469;43,60607
150,74;1,39920;43,60527
150,57;1,39939;43,60527
150,45;1,39957;43,60527
150,30;1,39976;43,60528
150,39;1,39994;43,60528
150,21;1,40013;43,60528
149,29;1,40031;43,60529
147,56;1,40050;43,60529
146,80;1,40069;43,60529
145,81;1,40087;43,60529
144,43;1,40106;43,60530
143,29;1,40124;43,60530
142,69;1,40143;43,60530
142,94;1,40161;43,60530
143,38;1,40180;43,60531
143,58;1,40199;43,60531
143,41;1,40217;43,60531
142,79;1,40236;43,60532
141,71;1,40254;43,60532
140,69;1,40273;43,60532
139,49;1,40291;43,60532
138,81;1,40310;43,60533
138,57;1,40328;43,60533
140,04;1,40347;43,60533
142,99;1,40366;43,60533
143,70;1,40384;43,60534
143,57;1,40403;43,60534
143,72;1,40421;43,60534
143,75;1,40440;43,60535
143,17;1,40458;43,60535
140,23;1,40477;43,60535
137,65;1,40496;43,60535
137,52;1,40514;43,60536
137,58;1,40533;43,60536
137,62;1,40551;43,60536
137,54;1,40570;43,60536
137,64;1,40588;43,60537
137,84;1,40607;43,60537
137,95;1,40626;43,60537
137,88;1,40644;43,60538
137,64;1,40663;43,60538
137,40;1,40681;43,60538
137,47;1,40700;43,60538
137,34;1,40718;43,60539
136,91;1,40737;43,60539
137,25;1,40756;43,60539
137,38;1,40774;43,60539
137,38;1,40793;43,60540
137,40;1,40811;43,60540
137,42;1,40830;43,60540
137,45;1,40848;43,60541
137,50;1,40867;43,60541
137,37;1,40886;43,60541
137,29;1,40904;43,60541
137,21;1,40923;43,60542
137,11;1,40941;43,60542
136,79;1,40960;43,60542
135,69;1,40978;43,60542
134,94;1,40997;43,60543
134,66;1,41016;43,60543
134,85;1,41034;43,60543
134,94;1,41053;43,60544
134,99;1,41071;43,60544
135,04;1,41090;43,60544
135,13;1,41108;43,60544
135,18;1,41127;43,60545
135,23;1,41146;43,60545
135,26;1,41164;43,60545
135,50;1,41183;43,60545
135,42;1,41201;43,60546
135,46;1,41220;43,60546
135,28;1,41238;43,60546
135,26;1,41257;43,60547
135,37;1,41276;43,60547
135,30;1,41294;43,60547
135,21;1,41313;43,60547
135,20;1,41331;43,60548
135,16;1,41350;43,60548
134,99;1,41368;43,60548
134,74;1,41387;43,60548
134,42;1,41406;43,60549
134,40;1,41424;43,60549
135,01;1,41443;43,60549
134,96;1,41461;43,60550
134,74;1,41480;43,60550
134,23;1,41498;43,60550
133,72;1,41517;43,60550
132,02;1,41536;43,60551
131,44;1,41554;43,60551
131,48;1,41573;43,60551
131,47;1,41591;43,60551
131,95;1,41610;43,60552
133,43;1,41628;43,60552
128,52;1,41647;43,60552
125,47;1,41665;43,60553
125,09;1,41684;43,60553
125,03;1,41703;43,60553
125,01;1,41721;43,60553
125,00;1,41740;43,60554
124,98;1,41758;43,60554
124,95;1,41777;43,60554
124,97;1,41795;43,60554
125,01;1,41814;43,60555
125,10;1,41833;43,60555
125,10;1,41851;43,60555
125,09;1,41870;43,60555
125,09;1,41888;43,60556
125,11;1,41907;43,60556
125,22;1,41925;43,60556
125,24;1,41944;43,60557
125,65;1,41963;43,60557
125,57;1,41981;43,60557
125,85;1,42000;43,60557
126,22;1,42018;43,60558
126,46;1,42037;43,60558
126,78;1,42055;43,60558
127,22;1,42074;43,60558
128,70;1,42093;43,60559
131,55;1,42111;43,60559
134,18;1,42130;43,60559
134,74;1,42148;43,60560
133,48;1,42167;43,60560
132,23;1,42185;43,60560
131,68;1,42204;43,60560
131,56;1,42223;43,60561
131,53;1,42241;43,60561
131,55;1,42260;43,60561
131,59;1,42278;43,60561
131,52;1,42297;43,60562
131,51;1,42315;43,60562
131,35;1,42334;43,60562
131,33;1,42353;43,60563
131,34;1,42371;43,60563
131,43;1,42390;43,60563
131,50;1,42408;43,60563
131,59;1,42427;43,60564
132,10;1,42445;43,60564
132,65;1,42464;43,60564
132,82;1,42483;43,60564
132,87;1,42501;43,60565
132,95;1,42520;43,60565
133,34;1,42538;43,60565
133,57;1,42557;43,60565
133,67;1,42575;43,60566
133,77;1,42594;43,60566
133,87;1,42613;43,60566
133,98;1,42631;43,60567
133,94;1,42650;43,60567
133,84;1,42668;43,60567
133,63;1,42687;43,60567
133,27;1,42705;43,60568
132,92;1,42724;43,60568
132,58;1,42743;43,60568
132,53;1,42761;43,60568
132,27;1,42780;43,60569
133,84;1,42798;43,60569
135,58;1,42817;43,60569
134,20;1,42835;43,60570
134,86;1,42854;43,60570
134,94;1,42873;43,60570
135,46;1,42891;43,60570
135,87;1,42910;43,60571
136,01;1,42928;43,60571
136,14;1,42947;43,60571
136,19;1,42965;43,60571
136,17;1,42984;43,60572
136,27;1,43002;43,60572
136,28;1,43021;43,60572
136,30;1,43040;43,60572
136,11;1,43058;43,60573
136,21;1,43077;43,60573
136,34;1,43095;43,60573
136,48;1,43114;43,60574
136,61;1,43132;43,60574
136,65;1,43151;43,60574
136,51;1,43170;43,60574
135,19;1,43188;43,60575
133,70;1,43207;43,60575
133,18;1,43225;43,60575
133,45;1,43244;43,60575
134,79;1,43262;43,60576
136,47;1,43281;43,60576
137,27;1,43300;43,60576
137,49;1,43318;43,60576
137,80;1,43337;43,60577
137,96;1,43355;43,60577
137,94;1,43374;43,60577
137,99;1,43392;43,60578
138,40;1,43411;43,60578
138,87;1,43430;43,60578
139,31;1,43448;43,60578
139,34;1,43467;43,60579
140,68;1,43485;43,60579
141,84;1,43504;43,60579
142,10;1,43522;43,60579
142,17;1,43541;43,60580
142,34;1,43560;43,60580
142,51;1,43578;43,60580
142,53;1,43597;43,60580
142,52;1,43615;43,60581
142,35;1,43634;43,60581
141,96;1,43652;43,60581
141,67;1,43671;43,60582
141,61;1,43690;43,60582
141,62;1,43708;43,60582
141,73;1,43727;43,60582
141,95;1,43745;43,60583
141,86;1,43764;43,60583
141,93;1,43782;43,60583
142,04;1,43801;43,60583
142,00;1,43820;43,60584
142,07;1,43838;43,60584
142,19;1,43857;43,60584
142,29;1,43875;43,60584
142,21;1,43894;43,60585
142,14;1,43912;43,60585
142,22;1,43931;43,60585
143,22;1,43950;43,60586
143,13;1,43968;43,60586
143,11;1,43987;43,60586
143,27;1,44005;43,60586
143,22;1,44024;43,60587
143,37;1,44042;43,60587
143,31;1,44061;43,60587
142,89;1,44080;43,60587
142,61;1,44098;43,60588
142,60;1,44117;43,60588
142,64;1,44135;43,60588
142,74;1,44154;43,60588
142,79;1,44172;43,60589
142,89;1,44191;43,60589
143,14;1,44210;43,60589
143,62;1,44228;43,60590
143,76;1,44247;43,60590
143,71;1,44265;43,60590
143,52;1,44284;43,60590
143,22;1,44302;43,60591
142,96;1,44321;43,60591
142,69;1,44340;43,60591
142,50;1,44358;43,60591
142,32;1,44377;43,60592
142,23;1,44395;43,60592
142,04;1,44414;43,60592
141,78;1,44432;43,60592
141,84;1,44451;43,60593
141,91;1,44470;43,60593
150,77;1,39920;43,60513
150,66;1,39939;43,60514
150,50;1,39957;43,60514
150,36;1,39976;43,60514
150,28;1,39995;43,60515
150,06;1,40013;43,60515
149,87;1,40032;43,60515
148,31;1,40050;43,60515
146,90;1,40069;43,60516
146,03;1,40087;43,60516
144,65;1,40106;43,60516
143,71;1,40125;43,60516
143,02;1,40143;43,60517
143,04;1,40162;43,60517
143,71;1,40180;43,60517
144,22;1,40199;43,60518
144,42;1,40217;43,60518
144,36;1,40236;43,60518
144,06;1,40255;43,60518
143,95;1,40273;43,60519
143,36;1,40292;43,60519
141,41;1,40310;43,60519
139,39;1,40329;43,60519
138,29;1,40347;43,60520
139,00;1,40366;43,60520
141,32;1,40385;43,60520
142,04;1,40403;43,60521
143,28;1,40422;43,60521
143,90;1,40440;43,60521
142,76;1,40459;43,60521
139,23;1,40477;43,60522
137,61;1,40496;43,60522
137,48;1,40515;43,60522
137,56;1,40533;43,60522
137,62;1,40552;43,60523
137,52;1,40570;43,60523
137,68;1,40589;43,60523
137,91;1,40607;43,60524
138,00;1,40626;43,60524
137,92;1,40645;43,60524
137,68;1,40663;43,60524
137,54;1,40682;43,60525
137,53;1,40700;43,60525
137,39;1,40719;43,60525
136,99;1,40737;43,60525
137,49;1,40756;43,60526
137,58;1,40775;43,60526
137,52;1,40793;43,60526
137,52;1,40812;43,60527
137,55;1,40830;43,60527
137,51;1,40849;43,60527
137,49;1,40867;43,60527
137,45;1,40886;43,60528
137,34;1,40905;43,60528
137,35;1,40923;43,60528
137,22;1,40942;43,60528
136,93;1,40960;43,60529
135,95;1,40979;43,60529
134,90;1,40997;43,60529
134,55;1,41016;43,60530
134,69;1,41035;43,60530
135,10;1,41053;43,60530
135,06;1,41072;43,60530
135,06;1,41090;43,60531
135,15;1,41109;43,60531
135,33;1,41127;43,60531
135,40;1,41146;43,60531
135,41;1,41164;43,60532
135,44;1,41183;43,60532
135,63;1,41202;43,60532
135,53;1,41220;43,60533
135,33;1,41239;43,60533
135,36;1,41257;43,60533
135,47;1,41276;43,60533
135,43;1,41294;43,60534
135,46;1,41313;43,60534
135,41;1,41332;43,60534
135,23;1,41350;43,60534
134,95;1,41369;43,60535
134,78;1,41387;43,60535
134,55;1,41406;43,60535
134,27;1,41424;43,60536
134,41;1,41443;43,60536
134,53;1,41462;43,60536
134,46;1,41480;43,60536
134,49;1,41499;43,60537
134,33;1,41517;43,60537
133,17;1,41536;43,60537
131,55;1,41554;43,60537
131,42;1,41573;43,60538
131,40;1,41592;43,60538
131,49;1,41610;43,60538
131,78;1,41629;43,60538
132,28;1,41647;43,60539
132,20;1,41666;43,60539
126,80;1,41684;43,60539
125,06;1,41703;43,60540
125,06;1,41722;43,60540
125,02;1,41740;43,60540
124,94;1,41759;43,60540
124,95;1,41777;43,60541
124,99;1,41796;43,60541
125,04;1,41814;43,60541
125,07;1,41833;43,60541
125,08;1,41852;43,60542
125,10;1,41870;43,60542
125,10;1,41889;43,60542
125,17;1,41907;43,60543
125,17;1,41926;43,60543
125,15;1,41944;43,60543
125,19;1,41963;43,60543
125,21;1,41982;43,60544
125,26;1,42000;43,60544
125,43;1,42019;43,60544
125,63;1,42037;43,60544
125,69;1,42056;43,60545
125,86;1,42074;43,60545
126,18;1,42093;43,60545
126,90;1,42112;43,60546
128,01;1,42130;43,60546
130,23;1,42149;43,60546
132,83;1,42167;43,60546
134,17;1,42186;43,60547
133,81;1,42204;43,60547
132,80;1,42223;43,60547
132,12;1,42242;43,60547
131,69;1,42260;43,60548
131,62;1,42279;43,60548
131,60;1,42297;43,60548
131,51;1,42316;43,60548
131,36;1,42334;43,60549
131,36;1,42353;43,60549
131,37;1,42372;43,60549
131,41;1,42390;43,60550
131,41;1,42409;43,60550
131,46;1,42427;43,60550
131,64;1,42446;43,60550
132,40;1,42464;43,60551
132,97;1,42483;43,60551
133,07;1,42501;43,60551
133,19;1,42520;43,60551
133,45;1,42539;43,60552
133,49;1,42557;43,60552
133,57;1,42576;43,60552
133,70;1,42594;43,60553
133,87;1,42613;43,60553
133,99;1,42631;43,60553
133,99;1,42650;43,60553
134,05;1,42669;43,60554
134,24;1,42687;43,60554
134,18;1,42706;43,60554
133,84;1,42724;43,60554
133,72;1,42743;43,60555
133,96;1,42761;43,60555
134,30;1,42780;43,60555
135,35;1,42799;43,60555
135,83;1,42817;43,60556
132,79;1,42836;43,60556
132,42;1,42854;43,60556
132,09;1,42873;43,60557
132,40;1,42891;43,60557
133,51;1,42910;43,60557
134,66;1,42929;43,60557
135,26;1,42947;43,60558
135,53;1,42966;43,60558
135,50;1,42984;43,60558
135,95;1,43003;43,60558
136,11;1,43021;43,60559
136,12;1,43040;43,60559
136,02;1,43059;43,60559
136,33;1,43077;43,60559
136,44;1,43096;43,60560
136,46;1,43114;43,60560
136,47;1,43133;43,60560
136,65;1,43151;43,60561
136,87;1,43170;43,60561
136,88;1,43189;43,60561
136,61;1,43207;43,60561
135,85;1,43226;43,60562
134,34;1,43244;43,60562
133,41;1,43263;43,60562
133,38;1,43281;43,60562
134,45;1,43300;43,60563
136,20;1,43319;43,60563
137,66;1,43337;43,60563
137,96;1,43356;43,60564
138,15;1,43374;43,60564
138,38;1,43393;43,60564
138,69;1,43411;43,60564
139,11;1,43430;43,60565
139,28;1,43449;43,60565
139,43;1,43467;43,60565
140,89;1,43486;43,60565
141,95;1,43504;43,60566
142,16;1,43523;43,60566
142,26;1,43541;43,60566
142,40;1,43560;43,60566
142,42;1,43579;43,60567
142,40;1,43597;43,60567
142,43;1,43616;43,60567
142,36;1,43634;43,60568
142,12;1,43653;43,60568
141,92;1,43671;43,60568
141,71;1,43690;43,60568
141,79;1,43709;43,60569
141,94;1,43727;43,60569
141,90;1,43746;43,60569
141,90;1,43764;43,60569
142,07;1,43783;43,60570
142,11;1,43801;43,60570
142,17;1,43820;43,60570
142,05;1,43839;43,60570
142,15;1,43857;43,60571
142,37;1,43876;43,60571
142,44;1,43894;43,60571
142,41;1,43913;43,60572
142,34;1,43931;43,60572
142,74;1,43950;43,60572
143,06;1,43968;43,60572
143,02;1,43987;43,60573
143,18;1,44006;43,60573
143,25;1,44024;43,60573
143,34;1,44043;43,60573
143,34;1,44061;43,60574
143,10;1,44080;43,60574
143,03;1,44098;43,60574
142,92;1,44117;43,60574
142,87;1,44136;43,60575
142,68;1,44154;43,60575
142,79;1,44173;43,60575
143,14;1,44191;43,60576
143,13;1,44210;43,60576
143,42;1,44228;43,60576
143,62;1,44247;43,60576
143,65;1,44266;43,60577
143,62;1,44284;43,60577
143,44;1,44303;43,60577
143,10;1,44321;43,60577
142,90;1,44340;43,60578
142,82;1,44358;43,60578
142,42;1,44377;43,60578
142,30;1,44396;43,60578
142,03;1,44414;43,60579
141,89;1,44433;43,60579
141,90;1,44451;43,60579
141,88;1,44470;43,60580
148,35;1,39921;43,60500
149,61;1,39939;43,60500
150,37;1,39958;43,60500
150,42;1,39976;43,60501
150,19;1,39995;43,60501
149,86;1,40014;43,60501
149,46;1,40032;43,60502
149,05;1,40051;43,60502
147,15;1,40069;43,60502
146,16;1,40088;43,60502
144,77;1,40106;43,60503
144,23;1,40125;43,60503
143,48;1,40144;43,60503
143,16;1,40162;43,60504
143,76;1,40181;43,60504
