code_station;date_observation;debit_moyen_journalier;code_crue
O125251001;1905-01-02;17200 [m3/s];1905
O125251001;1905-01-03;17200 [m3/s];1905
O125251001;1905-01-04;16826 [m3/s];1905
O125251001;1905-01-05;14918 [m3/s];1905
O125251001;1905-01-06;15811 [m3/s];1905
O125251001;1905-01-07;22323 [m3/s];1905
O125251001;1905-01-08;22095 [m3/s];1905
O125251001;1905-01-09;20086 [m3/s];1905
O125251001;1905-01-10;17531 [m3/s];1905
O125251001;1905-01-11;17050 [m3/s];1905
O125251001;1905-01-12;16287 [m3/s];1905
O125251001;1905-01-13;16030 [m3/s];1905
O125251001;1905-01-14;15267 [m3/s];1905
O125251001;1905-01-15;15384 [m3/s];1905
O125251001;1905-01-16;16380 [m3/s];1905
O125251001;1905-01-17;15777 [m3/s];1905
O125251001;1905-01-18;15670 [m3/s];1905
O125251001;1905-01-19;15670 [m3/s];1905
O125251001;1905-01-20;15520 [m3/s];1905
O125251001;1905-01-21;14757 [m3/s];1905
O125251001;1905-01-22;14650 [m3/s];1905
O125251001;1905-01-23;14650 [m3/s];1905
O125251001;1905-01-24;14650 [m3/s];1905
O125251001;1905-01-25;14650 [m3/s];1905
O125251001;1905-01-26;14650 [m3/s];1905
O125251001;1905-01-27;14650 [m3/s];1905
O125251001;1905-01-28;14650 [m3/s];1905
O125251001;1905-01-29;14650 [m3/s];1905
O125251001;1905-01-30;14650 [m3/s];1905
O125251001;1905-01-31;14127 [m3/s];1905
O125251001;1905-02-01;11606 [m3/s];1905
O125251001;1905-02-02;11300 [m3/s];1905
O125251001;1905-02-03;11300 [m3/s];1905
O125251001;1905-02-04;11300 [m3/s];1905
O125251001;1905-02-05;11300 [m3/s];1905
O125251001;1905-02-06;11300 [m3/s];1905
O125251001;1905-02-07;11300 [m3/s];1905
O125251001;1905-02-08;11300 [m3/s];1905
O125251001;1905-02-09;11300 [m3/s];1905
O125251001;1905-02-10;11183 [m3/s];1905
O125251001;1905-02-11;10584 [m3/s];1905
O125251001;1905-02-12;10500 [m3/s];1905
O125251001;1905-02-13;10500 [m3/s];1905
O125251001;1905-02-14;10500 [m3/s];1905
O125251001;1905-02-15;10500 [m3/s];1905
O125251001;1905-02-16;10500 [m3/s];1905
O125251001;1905-02-17;10852 [m3/s];1905
O125251001;1905-02-18;13028 [m3/s];1905
O125251001;1905-02-19;15239 [m3/s];1905
O125251001;1905-02-20;18765 [m3/s];1905
O125251001;1905-02-21;15186 [m3/s];1905
O125251001;1905-02-22;14650 [m3/s];1905
O125251001;1905-02-23;14650 [m3/s];1905
O125251001;1905-02-24;14650 [m3/s];1905
O125251001;1905-02-25;14650 [m3/s];1905
O125251001;1905-02-26;15024 [m3/s];1905
O125251001;1905-02-27;16932 [m3/s];1905
O125251001;1905-02-28;18125 [m3/s];1905
O125251001;1905-03-01;22839 [m3/s];1905
O125251001;1905-03-02;23315 [m3/s];1905
O125251001;1905-03-03;22372 [m3/s];1905
O125251001;1905-03-04;22240 [m3/s];1905
O125251001;1905-03-05;22240 [m3/s];1905
O125251001;1905-03-06;25931 [m3/s];1905
O125251001;1905-03-07;48602 [m3/s];1905
O125251001;1905-03-08;53847 [m3/s];1905
O125251001;1905-03-09;48640 [m3/s];1905
O125251001;1905-03-10;38179 [m3/s];1905
O125251001;1905-03-11;27278 [m3/s];1905
O125251001;1905-03-12;38591 [m3/s];1905
O125251001;1905-03-13;44085 [m3/s];1905
O125251001;1905-03-14;43163 [m3/s];1905
O125251001;1905-03-15;37941 [m3/s];1905
O125251001;1905-03-16;46202 [m3/s];1905
O125251001;1905-03-17;47109 [m3/s];1905
O125251001;1905-03-18;44909 [m3/s];1905
O125251001;1905-03-19;44600 [m3/s];1905
O125251001;1905-03-20;44600 [m3/s];1905
O125251001;1905-03-21;43881 [m3/s];1905
O125251001;1905-03-22;40215 [m3/s];1905
O125251001;1905-03-23;39700 [m3/s];1905
O125251001;1905-03-24;39062 [m3/s];1905
O125251001;1905-03-25;35807 [m3/s];1905
O125251001;1905-03-26;35350 [m3/s];1905
O125251001;1905-03-27;38701 [m3/s];1905
O125251001;1905-03-28;57375 [m3/s];1905
O125251001;1905-03-29;58124 [m3/s];1905
O125251001;1905-03-30;55355 [m3/s];1905
O125251001;1905-03-31;56657 [m3/s];1905
O125251001;1905-04-01;64738 [m3/s];1905
O125251001;1905-04-02;63251 [m3/s];1905
O125251001;1905-04-03;63763 [m3/s];1905
O125251001;1905-04-04;68451 [m3/s];1905
O125251001;1905-04-05;66029 [m3/s];1905
O125251001;1905-04-06;61232 [m3/s];1905
O125251001;1905-04-07;60640 [m3/s];1905
O125251001;1905-04-08;60640 [m3/s];1905
O125251001;1905-04-09;60640 [m3/s];1905
O125251001;1905-04-10;60309 [m3/s];1905
O125251001;1905-04-11;58621 [m3/s];1905
O125251001;1905-04-12;57887 [m3/s];1905
O125251001;1905-04-13;53743 [m3/s];1905
O125251001;1905-04-14;45629 [m3/s];1905
O125251001;1905-04-15;44169 [m3/s];1905
O125251001;1905-04-16;41681 [m3/s];1905
O125251001;1905-04-17;39906 [m3/s];1905
O125251001;1905-04-18;39062 [m3/s];1905
O125251001;1905-04-19;35807 [m3/s];1905
O125251001;1905-04-20;34712 [m3/s];1905
O125251001;1905-04-21;31457 [m3/s];1905
O125251001;1905-04-22;31000 [m3/s];1905
O125251001;1905-04-23;31000 [m3/s];1905
O125251001;1905-04-24;30450 [m3/s];1905
O125251001;1905-04-25;27644 [m3/s];1905
O125251001;1905-04-26;27250 [m3/s];1905
O125251001;1905-04-27;27250 [m3/s];1905
O125251001;1905-04-28;28351 [m3/s];1905
O125251001;1905-04-29;34436 [m3/s];1905
O125251001;1905-04-30;35989 [m3/s];1905
O125251001;1905-05-01;39675 [m3/s];1905
O125251001;1905-05-02;42331 [m3/s];1905
O125251001;1905-05-03;42640 [m3/s];1905
O125251001;1905-05-04;42640 [m3/s];1905
O125251001;1905-05-05;48585 [m3/s];1905
O125251001;1905-05-06;83424 [m3/s];1905
O125251001;1905-05-07;71812 [m3/s];1905
O125251001;1905-05-08;51823 [m3/s];1905
O125251001;1905-05-09;51930 [m3/s];1905
O125251001;1905-05-10;64133 [m3/s];1905
O125251001;1905-05-11;62920 [m3/s];1905
O125251001;1905-05-12;66751 [m3/s];1905
O125251001;1905-05-13;100146 [m3/s];1905
O125251001;1905-05-14;95203 [m3/s];1905
O125251001;1905-05-15;75329 [m3/s];1905
O125251001;1905-05-16;66487 [m3/s];1905
O125251001;1905-05-17;61232 [m3/s];1905
O125251001;1905-05-18;62348 [m3/s];1905
O125251001;1905-05-19;74704 [m3/s];1905
O125251001;1905-05-20;87603 [m3/s];1905
O125251001;1905-05-21;89200 [m3/s];1905
O125251001;1905-05-22;93117 [m3/s];1905
O125251001;1905-05-23;112408 [m3/s];1905
O125251001;1905-05-24;104133 [m3/s];1905
O125251001;1905-05-25;82910 [m3/s];1905
O125251001;1905-05-26;73732 [m3/s];1905
O125251001;1905-05-27;67498 [m3/s];1905
O125251001;1905-05-28;66734 [m3/s];1905
O125251001;1905-05-29;67801 [m3/s];1905
O125251001;1905-05-30;74354 [m3/s];1905
O125251001;1905-05-31;81921 [m3/s];1905
O125251001;1905-06-01;87288 [m3/s];1905
O125251001;1905-06-02;82398 [m3/s];1905
O125251001;1905-06-03;82715 [m3/s];1905
O125251001;1905-06-04;89707 [m3/s];1905
O125251001;1905-06-05;101154 [m3/s];1905
O125251001;1905-06-06;119448 [m3/s];1905
O125251001;1905-06-07;99625 [m3/s];1905
O125251001;1905-06-08;89020 [m3/s];1905
O125251001;1905-06-09;81729 [m3/s];1905
O125251001;1905-06-10;77073 [m3/s];1905
O125251001;1905-06-11;73893 [m3/s];1905
O125251001;1905-06-12;69694 [m3/s];1905
O125251001;1905-06-13;61587 [m3/s];1905
O125251001;1905-06-14;62348 [m3/s];1905
O125251001;1905-06-15;72474 [m3/s];1905
O125251001;1905-06-16;71868 [m3/s];1905
O125251001;1905-06-17;62667 [m3/s];1905
O125251001;1905-06-18;65360 [m3/s];1905
O125251001;1905-06-19;63747 [m3/s];1905
O125251001;1905-06-20;65266 [m3/s];1905
O125251001;1905-06-21;61232 [m3/s];1905
O125251001;1905-06-22;60640 [m3/s];1905
O125251001;1905-06-23;61467 [m3/s];1905
O125251001;1905-06-24;65360 [m3/s];1905
O125251001;1905-06-25;62589 [m3/s];1905
O125251001;1905-06-26;58361 [m3/s];1905
O125251001;1905-06-27;54871 [m3/s];1905
O125251001;1905-06-28;51246 [m3/s];1905
O125251001;1905-06-29;52271 [m3/s];1905
O125251001;1905-06-30;79065 [m3/s];1905
O125251001;1905-07-01;60647 [m3/s];1905
O125251001;1905-07-02;54549 [m3/s];1905
O125251001;1905-07-03;50078 [m3/s];1905
O125251001;1905-07-04;49212 [m3/s];1905
O125251001;1905-07-05;47746 [m3/s];1905
O125251001;1905-07-06;47540 [m3/s];1905
O125251001;1905-07-07;46677 [m3/s];1905
O125251001;1905-07-08;41296 [m3/s];1905
O125251001;1905-07-09;35607 [m3/s];1905
O125251001;1905-07-10;32759 [m3/s];1905
O125251001;1905-07-11;30633 [m3/s];1905
O125251001;1905-07-12;27424 [m3/s];1905
O125251001;1905-07-13;25577 [m3/s];1905
O125251001;1905-07-14;23736 [m3/s];1905
O125251001;1905-07-15;23500 [m3/s];1905
O125251001;1905-07-16;23038 [m3/s];1905
O125251001;1905-07-17;20681 [m3/s];1905
O125251001;1905-07-18;20165 [m3/s];1905
O125251001;1905-07-19;18945 [m3/s];1905
O125251001;1905-07-20;17099 [m3/s];1905
O125251001;1905-07-21;15299 [m3/s];1905
O125251001;1905-07-22;15078 [m3/s];1905
O125251001;1905-07-23;16932 [m3/s];1905
O125251001;1905-07-24;17050 [m3/s];1905
O125251001;1905-07-25;16138 [m3/s];1905
O125251001;1905-07-26;15192 [m3/s];1905
O125251001;1905-07-27;14704 [m3/s];1905
O125251001;1905-07-28;15984 [m3/s];1905
O125251001;1905-07-29;23559 [m3/s];1905
O125251001;1905-07-30;23473 [m3/s];1905
O125251001;1905-07-31;23584 [m3/s];1905
O125251001;1905-08-01;31970 [m3/s];1905
O125251001;1905-08-02;43069 [m3/s];1905
O125251001;1905-08-03;44600 [m3/s];1905
O125251001;1905-08-04;44600 [m3/s];1905
O125251001;1905-08-05;43881 [m3/s];1905
O125251001;1905-08-06;40215 [m3/s];1905
O125251001;1905-08-07;38424 [m3/s];1905
O125251001;1905-08-08;31364 [m3/s];1905
O125251001;1905-08-09;26545 [m3/s];1905
O125251001;1905-08-10;21012 [m3/s];1905
O125251001;1905-08-11;20073 [m3/s];1905
O125251001;1905-08-12;18474 [m3/s];1905
O125251001;1905-08-13;17183 [m3/s];1905
O125251001;1905-08-14;16063 [m3/s];1905
O125251001;1905-08-15;14811 [m3/s];1905
O125251001;1905-08-16;15399 [m3/s];1905
O125251001;1905-08-17;19226 [m3/s];1905
O125251001;1905-08-18;17531 [m3/s];1905
O125251001;1905-08-19;17050 [m3/s];1905
O125251001;1905-08-20;16063 [m3/s];1905
O125251001;1905-08-21;14437 [m3/s];1905
O125251001;1905-08-22;12250 [m3/s];1905
O125251001;1905-08-23;11149 [m3/s];1905
O125251001;1905-08-24;9937 [m3/s];1905
O125251001;1905-08-25;9787 [m3/s];1905
O125251001;1905-08-26;9787 [m3/s];1905
O125251001;1905-08-27;9734 [m3/s];1905
O125251001;1905-08-28;9729 [m3/s];1905
O125251001;1905-08-29;11090 [m3/s];1905
O125251001;1905-08-30;11736 [m3/s];1905
O125251001;1905-08-31;14051 [m3/s];1905
O125251001;1905-09-01;13131 [m3/s];1905
O125251001;1905-09-02;12090 [m3/s];1905
O125251001;1905-09-03;11384 [m3/s];1905
O125251001;1905-09-04;11300 [m3/s];1905
O125251001;1905-09-05;11300 [m3/s];1905
O125251001;1905-09-06;11124 [m3/s];1905
O125251001;1905-09-07;10257 [m3/s];1905
O125251001;1905-09-08;10039 [m3/s];1905
O125251001;1905-09-09;9453 [m3/s];1905
O125251001;1905-09-10;9111 [m3/s];1905
O125251001;1905-09-11;9230 [m3/s];1905
O125251001;1905-09-12;10031 [m3/s];1905
O125251001;1905-09-13;10091 [m3/s];1905
O125251001;1905-09-14;9719 [m3/s];1905
O125251001;1905-09-15;12746 [m3/s];1905
O125251001;1905-09-16;38910 [m3/s];1905
O125251001;1905-09-17;38938 [m3/s];1905
O125251001;1905-09-18;31914 [m3/s];1905
O125251001;1905-09-19;37764 [m3/s];1905
O125251001;1905-09-20;71816 [m3/s];1905
O125251001;1905-09-21;39420 [m3/s];1905
O125251001;1905-09-22;33014 [m3/s];1905
O125251001;1905-09-23;32485 [m3/s];1905
O125251001;1905-09-24;31183 [m3/s];1905
O125251001;1905-09-25;30780 [m3/s];1905
O125251001;1905-09-26;29658 [m3/s];1905
O125251001;1905-09-27;29170 [m3/s];1905
O125251001;1905-09-28;27156 [m3/s];1905
O125251001;1905-09-29;25016 [m3/s];1905
O125251001;1905-09-30;23878 [m3/s];1905
O125251001;1905-10-01;24843 [m3/s];1905
O125251001;1905-10-02;33574 [m3/s];1905
O125251001;1905-10-03;91342 [m3/s];1905
O125251001;1905-10-04;79622 [m3/s];1905
O125251001;1905-10-05;57372 [m3/s];1905
O125251001;1905-10-06;53870 [m3/s];1905
O125251001;1905-10-07;47842 [m3/s];1905
O125251001;1905-10-08;43615 [m3/s];1905
O125251001;1905-10-09;36532 [m3/s];1905
O125251001;1905-10-10;32850 [m3/s];1905
O125251001;1905-10-11;31183 [m3/s];1905
O125251001;1905-10-12;31638 [m3/s];1905
O125251001;1905-10-13;34638 [m3/s];1905
O125251001;1905-10-14;33410 [m3/s];1905
O125251001;1905-10-15;31274 [m3/s];1905
O125251001;1905-10-16;30450 [m3/s];1905
O125251001;1905-10-17;27094 [m3/s];1905
O125251001;1905-10-18;23894 [m3/s];1905
O125251001;1905-10-19;23720 [m3/s];1905
O125251001;1905-10-20;24842 [m3/s];1905
O125251001;1905-10-21;24780 [m3/s];1905
O125251001;1905-10-22;23658 [m3/s];1905
O125251001;1905-10-23;23500 [m3/s];1905
O125251001;1905-10-24;24380 [m3/s];1905
O125251001;1905-10-25;28540 [m3/s];1905
O125251001;1905-10-26;27376 [m3/s];1905
O125251001;1905-10-27;26359 [m3/s];1905
O125251001;1905-10-28;24938 [m3/s];1905
O125251001;1905-10-29;23658 [m3/s];1905
O125251001;1905-10-30;23315 [m3/s];1905
O125251001;1905-10-31;22280 [m3/s];1905
O125251001;1905-11-01;21861 [m3/s];1905
O125251001;1905-11-02;22368 [m3/s];1905
O125251001;1905-11-03;20615 [m3/s];1905
O125251001;1905-11-04;24768 [m3/s];1905
O125251001;1905-11-05;50800 [m3/s];1905
O125251001;1905-11-06;46431 [m3/s];1905
O125251001;1905-11-07;42264 [m3/s];1905
O125251001;1905-11-08;34360 [m3/s];1905
O125251001;1905-11-09;31563 [m3/s];1905
O125251001;1905-11-10;28515 [m3/s];1905
O125251001;1905-11-11;29202 [m3/s];1905
O125251001;1905-11-12;57678 [m3/s];1905
O125251001;1905-11-13;102059 [m3/s];1905
O125251001;1905-11-14;112171 [m3/s];1905
O125251001;1905-11-15;92731 [m3/s];1905
O125251001;1905-11-16;78191 [m3/s];1905
O125251001;1905-11-17;73893 [m3/s];1905
O125251001;1905-11-18;86919 [m3/s];1905
O125251001;1905-11-19;178253 [m3/s];1905
O125251001;1905-11-20;140370 [m3/s];1905
O125251001;1905-11-21;111728 [m3/s];1905
O125251001;1905-11-22;97842 [m3/s];1905
O125251001;1905-11-23;88035 [m3/s];1905
O125251001;1905-11-24;86342 [m3/s];1905
O125251001;1905-11-25;100674 [m3/s];1905
O125251001;1905-11-26;99209 [m3/s];1905
O125251001;1905-11-27;92464 [m3/s];1905
O125251001;1905-11-28;86130 [m3/s];1905
O125251001;1905-11-29;81633 [m3/s];1905
O125251001;1905-11-30;77766 [m3/s];1905
O125251001;1905-12-01;71432 [m3/s];1905
O125251001;1905-12-02;67430 [m3/s];1905
O125251001;1905-12-03;62194 [m3/s];1905
O125251001;1905-12-04;60427 [m3/s];1905
O125251001;1905-12-05;58290 [m3/s];1905
O125251001;1905-12-06;56034 [m3/s];1905
O125251001;1905-12-07;53808 [m3/s];1905
O125251001;1905-12-08;51608 [m3/s];1905
O125251001;1905-12-09;50861 [m3/s];1905
O125251001;1905-12-10;55933 [m3/s];1905
O125251001;1905-12-11;53925 [m3/s];1905
O125251001;1905-12-12;51770 [m3/s];1905
O125251001;1905-12-13;50393 [m3/s];1905
O125251001;1905-12-14;48438 [m3/s];1905
O125251001;1905-12-15;46335 [m3/s];1905
O125251001;1905-12-16;43785 [m3/s];1905
O125251001;1905-12-17;42599 [m3/s];1905
O125251001;1905-12-18;41475 [m3/s];1905
O125251001;1905-12-19;39651 [m3/s];1905
O125251001;1905-12-20;37888 [m3/s];1905
O125251001;1905-12-21;35765 [m3/s];1905
O125251001;1905-12-22;31952 [m3/s];1905
O125251001;1905-12-23;29736 [m3/s];1905
O125251001;1905-12-24;29390 [m3/s];1905
O125251001;1905-12-25;28609 [m3/s];1905
O125251001;1905-12-26;26857 [m3/s];1905
O125251001;1905-12-27;23709 [m3/s];1905
O125251001;1905-12-28;22372 [m3/s];1905
O125251001;1905-12-29;21963 [m3/s];1905
O125251001;1905-12-30;20549 [m3/s];1905
O125251001;1905-12-31;20243 [m3/s];1905
O036251001;1952-01-01;12900 [m3/s];1952
O036251001;1952-01-02;10900 [m3/s];1952
O036251001;1952-01-03;10900 [m3/s];1952
O036251001;1952-01-04;10900 [m3/s];1952
O036251001;1952-01-05;10900 [m3/s];1952
O036251001;1952-01-06;10900 [m3/s];1952
O036251001;1952-01-07;10600 [m3/s];1952
O036251001;1952-01-08;9550 [m3/s];1952
O036251001;1952-01-09;9200 [m3/s];1952
O036251001;1952-01-10;8850 [m3/s];1952
O036251001;1952-01-11;14200 [m3/s];1952
O036251001;1952-01-12;40000 [m3/s];1952
O036251001;1952-01-13;32800 [m3/s];1952
O036251001;1952-01-14;22800 [m3/s];1952
O036251001;1952-01-15;18200 [m3/s];1952
O036251001;1952-01-16;15900 [m3/s];1952
O036251001;1952-01-17;15000 [m3/s];1952
O036251001;1952-01-18;14200 [m3/s];1952
O036251001;1952-01-19;12900 [m3/s];1952
O036251001;1952-01-20;11700 [m3/s];1952
O036251001;1952-01-21;10200 [m3/s];1952
O036251001;1952-01-22;9200 [m3/s];1952
O036251001;1952-01-23;8540 [m3/s];1952
O036251001;1952-01-24;8230 [m3/s];1952
O036251001;1952-01-25;7920 [m3/s];1952
O036251001;1952-01-26;7610 [m3/s];1952
O036251001;1952-01-27;7040 [m3/s];1952
O036251001;1952-01-28;6520 [m3/s];1952
O036251001;1952-01-29;6260 [m3/s];1952
O036251001;1952-01-30;6260 [m3/s];1952
O036251001;1952-01-31;9550 [m3/s];1952
O036251001;1952-02-01;46800 [m3/s];1952
O036251001;1952-02-02;86400 [m3/s];1952
O036251001;1952-02-03;131000 [m3/s];1952
O036251001;1952-02-04;94200 [m3/s];1952
O036251001;1952-02-05;58400 [m3/s];1952
O036251001;1952-02-06;43400 [m3/s];1952
O036251001;1952-02-07;32800 [m3/s];1952
O036251001;1952-02-08;25100 [m3/s];1952
O036251001;1952-02-09;23400 [m3/s];1952
O036251001;1952-02-10;20200 [m3/s];1952
O036251001;1952-02-11;18200 [m3/s];1952
O036251001;1952-02-12;16700 [m3/s];1952
O036251001;1952-02-13;15900 [m3/s];1952
O036251001;1952-02-14;14600 [m3/s];1952
O036251001;1952-02-15;13700 [m3/s];1952
O036251001;1952-02-16;12900 [m3/s];1952
O036251001;1952-02-17;11700 [m3/s];1952
O036251001;1952-02-18;10900 [m3/s];1952
O036251001;1952-02-19;10600 [m3/s];1952
O036251001;1952-02-20;9900 [m3/s];1952
O036251001;1952-02-21;9900 [m3/s];1952
O036251001;1952-02-22;11300 [m3/s];1952
O036251001;1952-02-23;12900 [m3/s];1952
O036251001;1952-02-24;13300 [m3/s];1952
O036251001;1952-02-25;12900 [m3/s];1952
O036251001;1952-02-26;12900 [m3/s];1952
O036251001;1952-02-27;13300 [m3/s];1952
O036251001;1952-02-28;13700 [m3/s];1952
O036251001;1952-02-29;13500 [m3/s];1952
O036251001;1952-03-01;13500 [m3/s];1952
O036251001;1952-03-02;14200 [m3/s];1952
O036251001;1952-03-03;15400 [m3/s];1952
O036251001;1952-03-04;15900 [m3/s];1952
O036251001;1952-03-05;16700 [m3/s];1952
O036251001;1952-03-06;17700 [m3/s];1952
O036251001;1952-03-07;18200 [m3/s];1952
O036251001;1952-03-08;18700 [m3/s];1952
O036251001;1952-03-09;21700 [m3/s];1952
O036251001;1952-03-10;26200 [m3/s];1952
O036251001;1952-03-11;21200 [m3/s];1952
O036251001;1952-03-12;22800 [m3/s];1952
O036251001;1952-03-13;22800 [m3/s];1952
O036251001;1952-03-14;20200 [m3/s];1952
O036251001;1952-03-15;18200 [m3/s];1952
O036251001;1952-03-16;16700 [m3/s];1952
O036251001;1952-03-17;15900 [m3/s];1952
O036251001;1952-03-18;15900 [m3/s];1952
O036251001;1952-03-19;18200 [m3/s];1952
O036251001;1952-03-20;18700 [m3/s];1952
O036251001;1952-03-21;56200 [m3/s];1952
O036251001;1952-03-22;45400 [m3/s];1952
O036251001;1952-03-23;38700 [m3/s];1952
O036251001;1952-03-24;36100 [m3/s];1952
O036251001;1952-03-25;32200 [m3/s];1952
O036251001;1952-03-26;28600 [m3/s];1952
O036251001;1952-03-27;28600 [m3/s];1952
O036251001;1952-03-28;46800 [m3/s];1952
O036251001;1952-03-29;70800 [m3/s];1952
O036251001;1952-03-30;40600 [m3/s];1952
O036251001;1952-03-31;33500 [m3/s];1952
O036251001;1952-04-01;40000 [m3/s];1952
O036251001;1952-04-02;28600 [m3/s];1952
O036251001;1952-04-03;21700 [m3/s];1952
O036251001;1952-04-04;17700 [m3/s];1952
O036251001;1952-04-05;15400 [m3/s];1952
O036251001;1952-04-06;15000 [m3/s];1952
O036251001;1952-04-07;15900 [m3/s];1952
O036251001;1952-04-08;18700 [m3/s];1952
O036251001;1952-04-09;24000 [m3/s];1952
O036251001;1952-04-10;26800 [m3/s];1952
O036251001;1952-04-11;25100 [m3/s];1952
O036251001;1952-04-12;25100 [m3/s];1952
O036251001;1952-04-13;26800 [m3/s];1952
O036251001;1952-04-14;22800 [m3/s];1952
O036251001;1952-04-15;22800 [m3/s];1952
O036251001;1952-04-16;22800 [m3/s];1952
O036251001;1952-04-17;23400 [m3/s];1952
O036251001;1952-04-18;24500 [m3/s];1952
O036251001;1952-04-19;25700 [m3/s];1952
O036251001;1952-04-20;29200 [m3/s];1952
O036251001;1952-04-21;32200 [m3/s];1952
O036251001;1952-04-22;44100 [m3/s];1952
O036251001;1952-04-23;34800 [m3/s];1952
O036251001;1952-04-24;29800 [m3/s];1952
O036251001;1952-04-25;27400 [m3/s];1952
O036251001;1952-04-26;26200 [m3/s];1952
O036251001;1952-04-27;28000 [m3/s];1952
O036251001;1952-04-28;25700 [m3/s];1952
O036251001;1952-04-29;26200 [m3/s];1952
O036251001;1952-04-30;29200 [m3/s];1952
O036251001;1952-05-01;30400 [m3/s];1952
O036251001;1952-05-02;25100 [m3/s];1952
O036251001;1952-05-03;21200 [m3/s];1952
O036251001;1952-05-04;24500 [m3/s];1952
O036251001;1952-05-05;22300 [m3/s];1952
O036251001;1952-05-06;23400 [m3/s];1952
O036251001;1952-05-07;21700 [m3/s];1952
O036251001;1952-05-08;18200 [m3/s];1952
O036251001;1952-05-09;18200 [m3/s];1952
O036251001;1952-05-10;18200 [m3/s];1952
O036251001;1952-05-11;18200 [m3/s];1952
O036251001;1952-05-12;16700 [m3/s];1952
O036251001;1952-05-13;16700 [m3/s];1952
O036251001;1952-05-14;16300 [m3/s];1952
O036251001;1952-05-15;19200 [m3/s];1952
O036251001;1952-05-16;22800 [m3/s];1952
O036251001;1952-05-17;25700 [m3/s];1952
O036251001;1952-05-18;27400 [m3/s];1952
O036251001;1952-05-19;25100 [m3/s];1952
O036251001;1952-05-20;21200 [m3/s];1952
O036251001;1952-05-21;20700 [m3/s];1952
O036251001;1952-05-22;19200 [m3/s];1952
O036251001;1952-05-23;16700 [m3/s];1952
O036251001;1952-05-24;15900 [m3/s];1952
O036251001;1952-05-25;15000 [m3/s];1952
O036251001;1952-05-26;19200 [m3/s];1952
O036251001;1952-05-27;19700 [m3/s];1952
O036251001;1952-05-28;19700 [m3/s];1952
O036251001;1952-05-29;19700 [m3/s];1952
O036251001;1952-05-30;19200 [m3/s];1952
O036251001;1952-05-31;26200 [m3/s];1952
O036251001;1952-06-01;25100 [m3/s];1952
O036251001;1952-06-02;22300 [m3/s];1952
O036251001;1952-06-03;19700 [m3/s];1952
O036251001;1952-06-04;19700 [m3/s];1952
O036251001;1952-06-05;18700 [m3/s];1952
O036251001;1952-06-06;23400 [m3/s];1952
O036251001;1952-06-07;23400 [m3/s];1952
O036251001;1952-06-08;23400 [m3/s];1952
O036251001;1952-06-09;15000 [m3/s];1952
O036251001;1952-06-10;15400 [m3/s];1952
O036251001;1952-06-11;18200 [m3/s];1952
O036251001;1952-06-12;18200 [m3/s];1952
O036251001;1952-06-13;15900 [m3/s];1952
O036251001;1952-06-14;13700 [m3/s];1952
O036251001;1952-06-15;13700 [m3/s];1952
O036251001;1952-06-16;13700 [m3/s];1952
O036251001;1952-06-17;14600 [m3/s];1952
O036251001;1952-06-18;19200 [m3/s];1952
O036251001;1952-06-19;22300 [m3/s];1952
O036251001;1952-06-20;23400 [m3/s];1952
O036251001;1952-06-21;15900 [m3/s];1952
O036251001;1952-06-22;13300 [m3/s];1952
O036251001;1952-06-23;13300 [m3/s];1952
O036251001;1952-06-24;12500 [m3/s];1952
O036251001;1952-06-25;12500 [m3/s];1952
O036251001;1952-06-26;13700 [m3/s];1952
O036251001;1952-06-27;15900 [m3/s];1952
O036251001;1952-06-28;13700 [m3/s];1952
O036251001;1952-06-29;11300 [m3/s];1952
O036251001;1952-06-30;10900 [m3/s];1952
O036251001;1952-07-01;10900 [m3/s];1952
O036251001;1952-07-02;9900 [m3/s];1952
O036251001;1952-07-03;8540 [m3/s];1952
O036251001;1952-07-04;8540 [m3/s];1952
O036251001;1952-07-05;7610 [m3/s];1952
O036251001;1952-07-06;7610 [m3/s];1952
O036251001;1952-07-07;7040 [m3/s];1952
O036251001;1952-07-08;6780 [m3/s];1952
O036251001;1952-07-09;6780 [m3/s];1952
O036251001;1952-07-10;6000 [m3/s];1952
O036251001;1952-07-11;5600 [m3/s];1952
O036251001;1952-07-12;5600 [m3/s];1952
O036251001;1952-07-13;5400 [m3/s];1952
O036251001;1952-07-14;7610 [m3/s];1952
O036251001;1952-07-15;5800 [m3/s];1952
O036251001;1952-07-16;5200 [m3/s];1952
O036251001;1952-07-17;7610 [m3/s];1952
O036251001;1952-07-18;5200 [m3/s];1952
O036251001;1952-07-19;5000 [m3/s];1952
O036251001;1952-07-20;4880 [m3/s];1952
O036251001;1952-07-21;5200 [m3/s];1952
O036251001;1952-07-22;7040 [m3/s];1952
O036251001;1952-07-23;10200 [m3/s];1952
O036251001;1952-07-24;16300 [m3/s];1952
O036251001;1952-07-25;14200 [m3/s];1952
O036251001;1952-07-26;8540 [m3/s];1952
O036251001;1952-07-27;7040 [m3/s];1952
O036251001;1952-07-28;7920 [m3/s];1952
O036251001;1952-07-29;8230 [m3/s];1952
O036251001;1952-07-30;6520 [m3/s];1952
O036251001;1952-07-31;5600 [m3/s];1952
O036251001;1952-08-01;5200 [m3/s];1952
O036251001;1952-08-02;6000 [m3/s];1952
O036251001;1952-08-03;5600 [m3/s];1952
O036251001;1952-08-04;5000 [m3/s];1952
O036251001;1952-08-05;6260 [m3/s];1952
